SMILES,MolWeight,HOMO,LUMO,E NEG,HARDNESS,SOFTNESS,MULLIKEN,LOEWDIN,MAYER,HIRSHFELD,FSPE,DIPOLE,CHEM SHIELD,Hirshfeld,ADCH,MK-ESP,CM5,QTAIM,IBO,Vbur,CB DIST
OB(O)C1=CC=C2C(=C1)N(C1=CC=CC=C21)C1=CC=C(C=C1)C1=CC=CC=C1,363.143059216,-7.5098,0.6247,3.44255,4.0672500000000005,0.24586637162702069,-0.016466,-0.069846,6.0,-0.079877,-1155.681743645654,3.11719,55.602,-0.08265514,-0.16423767,-0.0430380474,-0.02187628,-0.645112,-0.153518,22.800947840905295,1.5561701154270524
NC1=CC(=CC(=C1)C(O)=O)B(O)O,181.054638136,-8.54,0.3291,4.105449999999999,4.43455,0.22550202388066434,0.015454,-0.071349,6.0,-0.07153,-652.27905008774,5.79179,50.44,-0.07337365,-0.00965524,-0.0935152065,-0.01531205,-0.61733,-0.143371,22.739480191127495,1.5661505266550582
CC(C)COC1=CC=C(C=C1)B(O)O,194.11142474,-8.5766,1.3378,3.6193999999999997,4.957199999999999,0.20172678124747845,0.052513,-0.095521,6.0,-0.095857,-640.807561484002,4.38574,59.228,-0.09831477,-0.04579473,-0.380604898,-0.04176893,-0.656435,-0.200555,22.50969003040665,1.5669850294520602
COC1=C(OCC2=CC=CC=C2)C=C(C=C1)B(O)O,258.10633936,-8.1471,1.2638,3.44165,4.70545,0.21251952523138062,0.022983,-0.092797,6.0,-0.092472,-868.450527749982,3.38571,58.642,-0.09468078,-0.07236017,-0.4551810227,-0.03796879,-0.642042,-0.184223,22.65448358820712,1.5664439134288564
OB(O)C1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1,255.106673708,-9.0893,0.3754,4.356949999999999,4.73235,0.21131150485488182,0.026819,-0.067328,6.0,-0.070175,-847.419670765389,2.28087,49.994,-0.07253853,-0.05094599,-0.1538509576,-0.01464147,-0.637985,-0.152845,22.604501965850996,1.5656716983291818
[H][C@@](CC1=CC=C(C=C1)B(O)O)(NC(=O)OC(C)(C)C)C(O)=O,309.13836775999994,-9.3395,0.7327,4.3034,5.036099999999999,0.1985663509461687,0.022962,-0.075345,6.0,-0.079141,-1076.804053085084,5.99105,54.373,-0.08150505,-0.12925306,-0.1787690634,-0.02330878,-0.645637,-0.16557,22.579163093235913,1.5636413642758364
COC1=C(C=C(C=C1)C#N)B(O)O,177.059723516,-9.2689,0.1876,4.54065,4.72825,0.21149473906836566,-0.002143,-0.044932,6.0,-0.082584,-615.098816931624,6.19483,63.831,-0.08612449,-0.12513961,-0.4501882296,-0.02724274,-0.576747,-0.197069,24.363465243977146,1.588189345748692
OB(O)C1=CC(Cl)=CC=C1OCC1=CC=CC=C1,262.056802324,-8.5875,0.7813,3.9031000000000002,4.6844,0.2134745111433695,-0.131666,-0.046978,6.0,-0.084646,-1213.537254464041,4.29426,64.026,-0.087833,-0.14084696,-0.4264423614,-0.02540218,-0.601815,-0.187628,24.894676609157635,1.5708766068449014
CC(C)(C)OC1=CC=C(C=C1)B(O)O,194.11142474,-8.4879,1.3983,3.5448,4.9431,0.2023021990249034,0.071182,-0.096928,6.0,-0.097279,-640.808577775399,4.9543,60.599,-0.09996767,0.01173841,-0.3973004897,-0.04325735,-0.657518,-0.202339,22.481775503157614,1.5659703815998014
CC(C)(C)OC(=O)NC1=CC=C(C=N1)B(O)O,238.11248736,-8.8783,0.7784,4.04995,4.8283499999999995,0.2071100893680036,0.052066,-0.102431,6.0,-0.09744,-825.607997600782,4.3491,62.62,-0.10206453,0.02525027,-0.6887107262,-0.04015745,-0.659989,-0.227714,22.365453370905406,1.5684707918497804
CC(C)(C)OC(=O)NC1=C(F)C=C(C=C1)B(O)O,255.10781658,-8.5283,0.9056,3.81135,4.71695,0.2120013992092348,0.069273,-0.079849,6.0,-0.083921,-908.821714818981,2.04929,61.04,-0.08624676,-0.11926828,-0.2257836673,-0.02704156,-0.634349,-0.17326,22.525492019647373,1.5602273882772908
